SeasonKey,GameDate,GameTime,Month,DayOfWeek,DaysSinceHomeGame,Opponent,Temp,isRain,isSnow,IsHoliday,GiveawayBucket,TotalTickets,TotalAttendance, TotalRevenue 
2017,12/26/2017,7:00,December,Tuesday,4,Chicago Bulls,0,0,0,0,None,"17,600 ","15,600 "," $1,820,000 "
2017,12/28/2017,7:00,December,Thursday,2,Minnesota Timberwolves,10,1,1,0,None,"18,000 ","15,900 "," $1,620,000 "
2017,1/3/2018,7:00,January,Wednesday,6,Indiana Pacers,7,0,0,0,None,"18,850 ","15,350 "," $1,790,000 "
2017,1/5/2018,7:00,January,Friday,2,Toronto Raptors,1,0,0,0,Franchise,"19,200 ","16,300 "," $1,710,000 "
2017,1/10/2018,7:00,January,Wednesday,5,Orlando Magic,52,0,0,0,None,"17,850 ","14,150 "," $1,590,000 "
2017,1/12/2018,7:00,January,Friday,2,Golden State Warriors,14,0,0,0,None,"15,200 ","14,100 "," $1,690,000 "
2017,1/17/2018,7:00,January,Wednesday,5,Miami Heat,21,0,0,0,None,"16,650 ","14,100 "," $1,740,000 "
2017,1/22/2018,7:00,January,Monday,5,Phoenix Suns,37,1,0,0,None,"14,300 ","12,250 "," $1,390,000 "
2017,1/26/2018,7:00,January,Friday,4,Brooklyn Nets,46,0,0,0,Wearable,"20,250 ","17,600 "," $2,020,000 "
2017,1/29/2018,7:00,January,Monday,3,Philadelphia 76ers,16,0,0,0,None,"18,400 ","14,850 "," $1,490,000 "
2017,2/2/2018,7:00,February,Friday,4,New York Knicks,18,0,0,0,None,"20,200 ","16,800 "," $1,860,000 "
2017,2/13/2018,7:00,February,Tuesday,11,Atlanta Hawks,28,0,0,0,None,"20,100 ","19,650 "," $1,990,000 "
2017,2/15/2018,7:00,February,Thursday,2,Denver Nuggets,39,0,0,0,None,"15,650 ","14,150 "," $1,360,000 "
2017,2/25/2018,2:00,February,Sunday,10,New Orleans Pelicans,39,0,0,0,Franchise,"13,950 ","11,300 "," $1,400,000 "
2017,2/27/2018,7:00,February,Tuesday,2,Washington Wizards,52,0,0,0,Franchise,"16,250 ","14,100 "," $1,610,000 "
2017,3/2/2018,7:00,March,Friday,3,Indiana Pacers,36,0,0,0,None,"21,250 ","18,500 "," $1,580,000 "
2017,3/4/2018,7:00,March,Sunday,2,Philadelphia 76ers,36,0,0,0,Franchise,"20,100 ","16,900 "," $1,550,000 "
2017,3/7/2018,7:00,March,Wednesday,3,Houston Rockets,25,0,0,0,None,"21,100 ","17,950 "," $1,700,000 "
2017,3/9/2018,7:00,March,Friday,2,New York Knicks,30,0,0,0,None,"19,800 ","16,850 "," $1,510,000 "
2017,3/17/2018,5:00,March,Saturday,8,Atlanta Hawks,39,0,0,1,None,"19,250 ","16,100 "," $1,610,000 "
2017,3/21/2018,7:00,March,Wednesday,4,Los Angeles Clippers,30,0,0,0,None,"17,350 ","14,750 "," $1,590,000 "
2017,3/25/2018,2:30,March,Sunday,4,San Antonio Spurs,36,0,0,0,Franchise,"19,000 ","14,100 "," $1,550,000 "
2017,4/3/2018,7:00,April,Tuesday,9,Boston Celtics,32,1,1,0,None,"14,500 ","12,600 "," $1,390,000 "
2017,4/5/2018,7:00,April,Thursday,2,Brooklyn Nets,39,0,0,0,Franchise,"20,150 ","17,700 "," $1,660,000 "
2017,4/9/2018,7:00,April,Monday,4,Orlando Magic,36,0,0,0,None,"17,700 ","13,650 "," $1,170,000 "
2019,10/26/2019,4:00,October,Saturday,99,Miami Heat,46,0,0,0,None,"17,300 ","16,450 "," $1,880,000 "
2019,10/28/2019,7:00,October,Monday,2,Cleveland Cavaliers,43,0,0,0,None,"12,550 ","10,750 "," $1,130,000 "
2019,11/2/2019,7:00,November,Saturday,5,Toronto Raptors,36,0,0,0,Other,"16,950 ","15,200 "," $1,510,000 "
2019,11/14/2019,7:00,November,Thursday,12,Chicago Bulls,25,0,0,0,Wearable,"14,850 ","13,550 "," $1,420,000 "
2019,11/21/2019,7:00,November,Thursday,7,Portland Trail Blazers,39,0,0,0,None,"18,450 ","17,150 "," $1,620,000 "
2019,11/23/2019,7:30,November,Saturday,2,Detroit Pistons,34,0,0,0,None,"13,350 ","11,650 "," $1,210,000 "
2019,11/25/2019,7:00,November,Monday,2,Utah Jazz,43,0,0,0,None,"17,100 ","13,300 "," $1,470,000 "
2019,11/27/2019,7:00,November,Wednesday,2,Atlanta Hawks,34,0,0,0,Wearable,"15,700 ","15,450 "," $1,490,000 "
2019,11/30/2019,7:00,November,Saturday,3,Charlotte Hornets,37,1,0,0,Franchise,"16,550 ","15,200 "," $1,600,000 "
2019,12/2/2019,7:00,December,Monday,2,New York Knicks,28,0,0,0,None,"13,650 ","10,600 "," $1,190,000 "
2019,12/6/2019,7:30,December,Friday,4,Los Angeles Clippers,27,0,0,0,None,"18,950 ","16,500 "," $1,970,000 "
2019,12/9/2019,7:00,December,Monday,3,Orlando Magic,34,0,0,0,Wearable,"14,450 ","11,150 "," $1,140,000 "
2019,12/11/2019,8:30,December,Wednesday,2,New Orleans Pelicans,18,0,0,0,None,"19,150 ","15,900 "," $1,750,000 "
2019,12/14/2019,7:30,December,Saturday,3,Cleveland Cavaliers,25,0,0,0,None,"17,350 ","15,550 "," $1,700,000 "
2019,12/16/2019,7:00,December,Monday,2,Dallas Mavericks,23,0,0,0,None,"17,300 ","14,900 "," $1,550,000 "
2019,12/19/2019,7:00,December,Thursday,3,Los Angeles Lakers,27,0,0,0,None,"15,050 ","13,800 "," $1,750,000 "
2019,12/22/2019,6:00,December,Sunday,3,Indiana Pacers,45,0,0,0,Franchise,"14,850 ","12,000 "," $1,480,000 "
2019,12/28/2019,7:30,December,Saturday,6,Orlando Magic,39,0,0,0,None,"19,950 ","17,250 "," $1,730,000 "
2019,1/1/2020,7:00,January,Wednesday,4,Minnesota Timberwolves,41,0,0,1,None,"14,200 ","11,900 "," $1,400,000 "
2019,1/4/2020,7:30,January,Saturday,3,San Antonio Spurs,28,0,0,0,Wearable,"18,650 ","14,950 "," $1,730,000 "
2019,1/14/2020,7:00,January,Tuesday,10,New York Knicks,32,0,0,0,Other,"19,750 ","16,150 "," $1,960,000 "
2019,1/16/2020,7:00,January,Thursday,2,Boston Celtics,10,0,0,0,None,"17,850 ","15,750 "," $1,870,000 "
2019,1/20/2020,4:00,January,Monday,4,Chicago Bulls,20,0,0,1,None,"20,250 ","16,850 "," $1,980,000 "
2019,1/28/2020,7:00,January,Tuesday,8,Washington Wizards,28,0,0,0,None,"15,850 ","13,700 "," $1,600,000 "
2019,1/31/2020,8:00,January,Friday,3,Denver Nuggets,34,0,0,0,Other,"19,250 ","17,250 "," $1,740,000 "
2019,2/2/2020,1:00,February,Sunday,2,Phoenix Suns,50,0,0,0,None,"15,900 ","13,850 "," $1,730,000 "
2019,2/6/2020,7:00,February,Thursday,4,Philadelphia 76ers,27,0,0,0,None,"16,100 ","14,100 "," $1,310,000 "
2019,2/10/2020,7:00,February,Monday,4,Sacramento Kings,25,0,0,0,None,"16,550 ","12,900 "," $1,390,000 "
2019,2/22/2020,7:30,February,Saturday,12,Philadelphia 76ers,41,0,0,0,None,"16,550 ","14,900 "," $1,440,000 "
2019,2/28/2020,7:00,February,Friday,6,Oklahoma City Thunder,21,0,0,0,Wearable,"19,050 ","16,250 "," $1,840,000 "
2019,3/4/2020,6:00,March,Wednesday,5,Indiana Pacers,36,0,0,0,None,"14,100 ","11,800 "," $1,080,000 "
2018,10/19/2018,7:30,October,Friday,99,Indiana Pacers,54,0,0,0,Wearable,"14,950 ","13,650 "," $1,030,000 "
2018,10/22/2018,7:00,October,Monday,3,New York Knicks,54,0,0,0,None,"12,250 ","10,000 "," $780,000 "
2018,10/24/2018,8:30,October,Wednesday,2,Philadelphia 76ers,45,0,0,0,None,"13,050 ","10,950 "," $810,000 "
2018,10/27/2018,7:30,October,Saturday,3,Orlando Magic,46,0,0,0,None,"13,850 ","11,850 "," $920,000 "
2018,10/29/2018,7:00,October,Monday,2,Toronto Raptors,46,0,0,0,None,"17,300 ","15,000 "," $1,160,000 "
2018,11/4/2018,2:30,November,Sunday,6,Sacramento Kings,48,1,0,0,None,"14,550 ","12,800 "," $1,000,000 "
2018,11/14/2018,7:00,November,Wednesday,10,Memphis Grizzlies,27,0,0,0,Wearable,"15,950 ","13,000 "," $1,020,000 "
2018,11/16/2018,8:30,November,Friday,2,Chicago Bulls,32,0,0,0,None,"14,350 ","13,050 "," $1,090,000 "
2018,11/19/2018,7:00,November,Monday,3,Denver Nuggets,30,0,0,0,None,"17,050 ","14,800 "," $1,120,000 "
2018,11/21/2018,7:00,November,Wednesday,2,Portland Trail Blazers,30,0,0,0,None,"14,650 ","13,300 "," $1,030,000 "
2018,11/23/2018,7:30,November,Friday,2,Phoenix Suns,46,0,0,0,None,"18,200 ","16,300 "," $1,250,000 "
2018,11/24/2018,7:30,November,Saturday,1,San Antonio Spurs,41,0,0,0,None,"19,450 ","17,750 "," $1,460,000 "
2018,11/28/2018,7:00,November,Wednesday,4,Chicago Bulls,25,1,1,0,None,"16,500 ","13,900 "," $1,230,000 "
2018,12/5/2018,7:00,December,Wednesday,7,Detroit Pistons,30,0,0,0,None,"17,300 ","14,100 "," $1,200,000 "
2018,12/7/2018,8:30,December,Friday,2,Golden State Warriors,19,0,0,0,None,"16,400 ","15,500 "," $1,410,000 "
2018,12/10/2018,7:00,December,Monday,3,Cleveland Cavaliers,28,0,0,0,None,"17,200 ","14,100 "," $1,150,000 "
2018,12/19/2018,7:00,December,Wednesday,9,New Orleans Pelicans,45,0,0,0,Franchise,"17,150 ","15,550 "," $1,260,000 "
2018,12/27/2018,7:00,December,Thursday,8,New York Knicks,50,0,0,0,None,"18,200 ","16,150 "," $1,370,000 "
2018,12/29/2018,4:00,December,Saturday,2,Brooklyn Nets,25,0,0,0,None,"20,600 ","18,900 "," $1,550,000 "
2018,1/1/2019,7:00,January,Tuesday,3,Detroit Pistons,23,0,0,1,Wearable,"14,900 ","13,150 "," $1,020,000 "
2018,1/4/2019,7:30,January,Friday,3,Atlanta Hawks,36,0,0,0,None,"19,800 ","18,300 "," $1,460,000 "
2018,1/5/2019,7:30,January,Saturday,1,Toronto Raptors,41,0,0,0,Other,"16,850 ","15,850 "," $1,290,000 "
2018,1/7/2019,7:00,January,Monday,2,Utah Jazz,41,0,0,0,None,"19,450 ","17,100 "," $1,340,000 "
2018,1/15/2019,7:00,January,Tuesday,8,Miami Heat,32,0,0,0,Wearable,"19,800 ","17,900 "," $1,350,000 "
2018,1/21/2019,1:00,January,Monday,6,Dallas Mavericks,18,1,1,1,None,"18,150 ","15,650 "," $1,250,000 "
2018,1/25/2019,7:30,January,Friday,4,Charlotte Hornets,-2,0,0,0,Wearable,"19,600 ","17,800 "," $1,460,000 "
2018,2/6/2019,7:00,February,Wednesday,12,Washington Wizards,30,0,0,0,None,"17,000 ","14,850 "," $1,180,000 "
2018,2/9/2019,8:00,February,Saturday,3,Orlando Magic,19,0,0,0,None,"17,200 ","15,750 "," $1,290,000 "
2018,2/21/2019,7:00,February,Thursday,12,Boston Celtics,25,0,0,0,None,"14,450 ","13,300 "," $1,100,000 "
2018,2/23/2019,7:30,February,Saturday,2,Minnesota Timberwolves,36,1,0,0,Wearable,"16,150 ","14,950 "," $1,190,000 "
2018,3/7/2019,7:00,March,Thursday,12,Indiana Pacers,19,0,0,0,None,"17,800 ","15,350 "," $1,230,000 "
2018,3/9/2019,8:00,March,Saturday,2,Charlotte Hornets,36,0,0,0,None,"18,150 ","16,200 "," $1,340,000 "
2018,3/17/2019,2:30,March,Sunday,8,Philadelphia 76ers,39,0,0,1,Franchise,"15,350 ","14,100 "," $1,160,000 "
2018,3/19/2019,7:00,March,Tuesday,2,Los Angeles Lakers,45,0,0,0,None,"19,450 ","17,500 "," $1,640,000 "
2018,3/22/2019,7:30,March,Friday,3,Miami Heat,36,0,0,0,None,"16,700 ","14,900 "," $1,240,000 "
2018,3/24/2019,3:30,March,Sunday,2,Cleveland Cavaliers,45,0,0,0,None,"19,550 ","17,200 "," $1,370,000 "
2018,3/26/2019,7:00,March,Tuesday,2,Houston Rockets,43,0,0,0,None,"15,800 ","14,600 "," $1,200,000 "
2018,3/28/2019,7:00,March,Thursday,2,Los Angeles Clippers,45,0,0,0,None,"15,400 ","13,500 "," $1,080,000 "
2018,4/6/2019,4:00,April,Saturday,9,Brooklyn Nets,55,0,0,0,Wearable,"15,300 ","13,650 "," $1,120,000 "
2018,4/7/2019,6:00,April,Sunday,1,Atlanta Hawks,55,0,0,0,None,"16,400 ","14,100 "," $1,140,000 "
2018,4/10/2019,7:00,April,Wednesday,3,Oklahoma City Thunder,34,1,1,0,Franchise,"18,050 ","16,000 "," $1,320,000 "
2021,10/19/2021,6:30,October,Tuesday,99,Brooklyn Nets,64,0,0,0,Franchise,"16,350 ","14,600 "," $2,100,000 "
2021,10/27/2021,7:00,October,Wednesday,8,Minnesota Timberwolves,52,0,0,0,None,"15,950 ","13,500 "," $1,600,000 "
2021,10/30/2021,7:00,October,Saturday,3,San Antonio Spurs,48,0,0,0,None,"14,350 ","11,050 "," $1,530,000 "
2021,10/31/2021,6:00,October,Sunday,1,Utah Jazz,43,0,0,1,None,"12,100 ","8,450 "," $1,320,000 "
2021,11/5/2021,6:30,November,Friday,5,New York Knicks,45,0,0,0,Wearable,"12,800 ","10,950 "," $1,310,000 "
2021,11/17/2021,6:30,November,Wednesday,12,Los Angeles Lakers,45,0,0,0,None,"13,800 ","12,050 "," $1,810,000 "
2021,11/19/2021,7:00,November,Friday,2,Oklahoma City Thunder,34,0,0,0,None,"12,450 ","10,050 "," $1,300,000 "
2021,11/20/2021,7:00,November,Saturday,1,Orlando Magic,37,0,0,0,Franchise,"13,600 ","11,550 "," $1,390,000 "
2021,11/22/2021,7:00,November,Monday,2,Orlando Magic,28,0,0,0,None,"13,200 ","10,750 "," $1,270,000 "
2021,11/24/2021,7:00,November,Wednesday,2,Detroit Pistons,46,0,0,0,None,"17,400 ","14,750 "," $1,720,000 "
2021,12/1/2021,7:00,December,Wednesday,7,Charlotte Hornets,52,0,0,0,Other,"18,200 ","14,600 "," $1,810,000 "
2021,12/4/2021,7:00,December,Saturday,3,Miami Heat,34,0,0,0,None,"15,050 ","13,000 "," $1,650,000 "
2021,12/6/2021,7:00,December,Monday,2,Cleveland Cavaliers,18,0,0,0,None,"11,800 ","9,250 "," $1,200,000 "
2021,12/15/2021,7:00,December,Wednesday,9,Indiana Pacers,64,0,0,0,None,"15,300 ","12,050 "," $1,570,000 "
2021,12/18/2021,8:00,December,Saturday,3,Cleveland Cavaliers,30,0,0,0,None,"18,200 ","14,500 "," $1,830,000 "
2021,12/22/2021,7:00,December,Wednesday,4,Houston Rockets,23,0,0,0,Other,"17,900 ","14,650 "," $1,740,000 "
